NGRAM,VALUE,
 ,0.012292919429168594
und der,0.00047455071867879596
dem ,0.0004741224238063422
der und,0.00047283753918898083
 Frau,0.00046598482122972026
 uns,0.0004638433468674513
 dem,0.00045913210327045963
der der,0.00045185109043874527
sehr ,0.00045013791094893014
 weil,0.00044671155196929983
Ich ,0.0004449983724794847
sich ,0.00044242860324476195
 gibt,0.00043900224426513164
dass ,0.00043900224426513164
und auch,0.00043643247503040894
die in,0.0004347192955405938
 bei,0.00043257782117832484
 noch,0.0004317212314334173
jetzt ,0.00042957975707114837
des ,0.0004278665775813332
— das,0.0004214421544945264
 schon,0.0004171592057699885
ist die,0.00041673091089753473
man ,0.00041630261602508095
für die,0.0004150177314077196
nur ,0.000408165013448459
sagen ,0.0004034537698514673
 als,0.0004017405903616522
 war,0.00040002741087183705
ja ,0.00039831423138202187
an ,0.0003978859365095681
 geht,0.0003970293467646605
 denn,0.0003931746929125764
 nur,0.0003910332185503075
mehr ,0.0003893200390604924
um ,0.00038632197495331585
 nämlich,0.0003846087954635007
ist das,0.00038289561597368554
diese ,0.00037989755186650906
können ,0.0003794692569940553
 kann,0.00037647119288687875
einmal ,0.0003691901800551644
uns ,0.0003687618851827106
 sehr,0.00036619211594798786
einen ,0.00036619211594798786
— und,0.0003627657569683576
ist der,0.0003584828082438197
sein ,0.00035762621849891215
auch die,0.00035676962875400454
 Da,0.0003546281543917356
in den,0.0003546281543917356
kann ,0.0003520583851570129
 sondern,0.00034820373130492883
 einen,0.00034691884668756743
gibt ,0.00034691884668756743
hier ,0.00034434907745284474
als ,0.00034392078258039095
aber ,0.0003426358979630296
 Aber,0.00034006612872830686
 an,0.0003392095389833993
war ,0.00033792465436603794
Österreich ,0.00033407000051395385
sie ,0.0003327851158965925
 muss,0.0003310719364067773
aus ,0.00032978705178941597
in die,0.0003289304620445084
ist ein,0.0003285021671720546
wie ,0.0003195079748505251
 Wenn,0.00031736650048825617
das nicht,0.0003165099107433486
dann ,0.00031608161587089477
 Präsident,0.00031394014150862585
geht ,0.0003126552568912645
Frau ,0.0003058025389320039
was ,0.0003049459491870963
— ist,0.00030451765431464253
 Prozent,0.0003028044748248274
 Der,0.0003023761799523736
 wo,0.0003023761799523736
der die,0.00030151959020746605
bei ,0.00030023470559010465
und ist,0.00030023470559010465
da ,0.0002985215261002895
dass wir,0.0002972366414829282
gesagt ,0.000295523461993113
und in,0.00029423857737575164
 er,0.0002925253978859365
in Österreich,0.0002925253978859365
Danke ,0.00029209710301348273
Sie haben,0.00029124051326857517
und nicht,0.0002908122183961214
dass es,0.00028824244916139864
 Damen,0.0002865292696715835
 dieser,0.0002831029106919532
ist es,0.0002788199619674153
— die,0.00027582189786023884
 Österreich,0.0002749653081153312
immer ,0.00027410871837042365
ist nicht,0.0002732521286255161
 aus,0.0002702540645183396
Herren ,0.0002702540645183396
 Millionen,0.000269397474773432
auch der,0.0002685408850285244
dass das,0.0002685408850285244
ganz ,0.00026811259015607064
ist eine,0.000263401346559079
 Sehr,0.0002629730516866252
es nicht,0.0002629730516866252
muss ,0.0002629730516866252
 Was,0.00026168816706926385
und und,0.00026168816706926385
wieder ,0.0002586901029620873
das der,0.00025826180808963354
der ist,0.00025783351321717976
müssen ,0.0002565486285998184
 diesem,0.0002561203337273646
Präsident ,0.0002548354491100033
von der,0.0002548354491100033
ist und,0.0002531222696201881
Millionen ,0.00025140909013037296
 Meine,0.0002505525003854654
etwas ,0.0002501242055130116
nicht die,0.00024841102602319643
vor ,0.0002471261414058351
 immer,0.0002462695516609275
Damen Herren,0.0002445563721711124
Damen und,0.0002436997824262048
die nicht,0.0002436997824262048
und wir,0.0002428431926812972
der in,0.00024113001319148208
und Herren,0.0002407017183190283
dass der,0.00024027342344657448
Jahr ,0.0002398451285741207
in diesem,0.0002398451285741207
ist dass,0.0002398451285741207
und es,0.0002398451285741207
 möchte,0.00023941683370166692
es ist,0.00023898853882921314
mit der,0.00023856024395675935
 des,0.00023770365421185176
 zum,0.00023770365421185176
— ich,0.0002368470644669442
oder ,0.00023556217984958285
das auch,0.00023470559010467526
Frage ,0.00023299241061486013
 einmal,0.00023213582086995254
 Ihnen,0.0002304226413801374
Wir haben,0.0002304226413801374
bei der,0.00022913775676277603
 mehr,0.00022870946189032225
einer ,0.00022870946189032225
der —,0.00022828116701786847
wissen ,0.00022828116701786847
 vor,0.00022785287214541468
 habe,0.00022742457727296087
Es ,0.00022742457727296087
gibt es,0.0002265679875280533
Ihnen ,0.00022613969265559953
haben wir,0.00022613969265559953
machen ,0.00022571139778314575
die —,0.00022528310291069196
keine ,0.00022485480803823815
das die,0.0002235699234208768
die von,0.0002235699234208768
und ich,0.00022314162854842302
diesem ,0.00022228503880351543
in und,0.00022228503880351543
 ganz,0.00022185674393106165
 über,0.00022142844905860787
auf die,0.0002205718593137003
zu und,0.00022014356444124652
von und,0.00021928697469633893
 mir,0.00021800209007897758
dieser ,0.00021800209007897758
 können,0.0002175737952065238
auf der,0.0002167172054616162
wir die,0.00021586061571670864
auch in,0.00021543232084425486
bis ,0.00021500402597180108
über ,0.00021500402597180108
nämlich ,0.00021457573109934727
Wir ,0.00021414743622689348
und zu,0.00021414743622689348
den und,0.0002137191413544397
sind die,0.0002137191413544397
zum ,0.0002137191413544397
 glaube,0.00021200596186462454
Minister ,0.00021200596186462454
dass in,0.00021200596186462454
Es ist,0.0002107210772472632
das und,0.00020986448750235563
worden ,0.00020986448750235563
die zu,0.00020943619262990182
Damen ,0.00020857960288499426
ist auch,0.0002077230131400867
das in,0.0002072947182676329
haben die,0.0002068664233951791
es auch,0.00020600983365027153
glaube ,0.00020558153877781775
wollen ,0.00020558153877781775
— es,0.00020558153877781775
 also,0.0002038683592880026
es die,0.0002038683592880026
 In,0.0002034400644155488
 keine,0.0002034400644155488
Sie das,0.0002034400644155488
nicht nur,0.00020301176954309503
 alle,0.00020215517979818747
das —,0.00020172688492573366
